Run Number,Mean Q Time Registration,Mean Q Time Phone,Mean Q Time Doctor,Mean Q Time Booking,Mean Time Total
0,1.364302485096672,1.235397531251212,36.60625096792862,1.0544216125726293,37.24669139779082
1,3.2008537802643557,2.708732517474325,28.401047230966416,2.724950682554434,34.08822897141164
2,15.496948112115456,16.59485335369333,64.12812091267163,16.2670328311803,69.00177985024905
3,8.504523125743313,10.706864732113695,64.54255319591147,8.171536748318868,65.62022506070325
4,10.399008090805546,9.141008749783378,86.75154050921002,8.908468135092338,82.49700676941194
5,2.1583416707587904,2.0559831447958072,53.38749922077666,0.8508294184981,48.951271679341644
6,3.3958131835618874,3.574954473574258,50.09973902801399,1.715922024876942,47.47131007250522
7,3.4223189083517136,3.8789311904088617,30.83397326892566,3.160436593906293,32.735277455976124
8,2.973702421536989,2.095338887920978,102.96945580384077,2.2261168323326417,80.60738207894583
9,2.0563874972715332,2.6381221448103154,78.70014993616958,1.6528548529245437,67.0182915028967
10,2.6039978653725644,3.1784865442894956,50.193787038320636,1.7365580993481216,46.25259373072619
11,6.546475586716122,5.960595210810805,79.28095939388643,5.602887212921475,73.8272222842291
12,6.660843255210191,6.332189618664731,44.44224108260096,5.848442711867221,48.02584357200474
13,24.21467084355413,26.898978091681467,41.44890649732416,29.19330152519686,72.14402600211623
14,2.3982300746860004,2.173295609924003,50.95311968159894,2.2954973521307145,49.828924194628854
15,5.85309434549976,3.459507578217047,63.18845614674347,6.05285244257237,60.41186353698805
16,13.839947581691657,12.189362875199087,39.429103798713896,12.147317759722544,52.23485243329823
17,4.459938765045729,3.369925368507062,32.11625143387035,4.342832080984055,35.28834362233381
18,7.216567067577002,6.090564864522671,66.13098400653777,5.654951189196473,59.26849374236026
19,1.8869548848677953,2.3511795910970967,34.444912884243635,1.6342231329333274,34.305452558557015
20,5.668254399078679,5.148052287762615,67.7428302030948,5.7499261011350855,64.671685362394
21,4.990326861696051,5.239688902231578,49.34189864224944,4.166727049367889,51.19396734932436
22,5.4692360471075165,4.470997333418437,28.62575859269886,5.339436419889167,37.05288328888837
23,2.467231732838735,1.7090199862221227,83.08131289107709,1.4725656963700888,66.76816503165975
24,1.8039927979304564,1.485380086507536,37.48012587610817,1.1528200946775564,32.513221712956806
25,8.471392740110394,7.423974506611216,85.50980063279637,8.611859721769637,80.47912236907342
26,1.7800402789717793,1.3018862318072701,47.37466421772632,1.2584372511931976,41.72589580069783
27,3.998170307009808,2.860745584644307,77.27395712152634,3.7497480653457678,62.866316010825095
28,8.021544271703377,7.446625231447074,80.22069535727894,6.109964717167909,70.0746621260744
29,9.919882393043482,9.575697961090315,30.87926042733182,8.17163574996515,42.37204304762661
30,5.938026558754343,4.541501092863968,51.234650230246906,5.557539234270469,51.588381280780325
31,2.894878104406375,2.834036355584624,104.10664518022962,2.8611716307274606,83.6893715494022
32,1.09306646178576,1.440342691818327,116.72550230611063,1.390914465387445,88.7509444045002
33,5.1027305478243585,6.567860191274111,58.264642786705885,3.7719115774023075,56.07342990651676
34,4.451426157766273,3.01431807021457,81.22614929337006,2.740996604049316,73.05440860377395
35,3.274763560675848,3.882043044692466,60.15041347921304,2.755675841778,53.60434807782694
36,2.084850279149814,2.2995841429791932,19.34245755948531,3.1353289907410753,25.56559982839366
37,3.781481291195353,4.679704958609865,26.88068237719627,2.347917737032891,32.3616455642559
38,4.3567204705273035,4.570027056821201,62.91214005615161,2.557730592363499,54.91777408736848
39,4.755503917106187,5.5148715953514875,41.9973653345691,3.000604644619163,43.68650853754656
40,4.526360709417482,3.1837410044991596,71.18399649076267,4.279371424421134,64.55084523008837
41,1.9156613595891936,1.63295488202506,41.01395119647423,1.2909658280548986,39.32641699177392
42,3.805915941963661,2.352484745961951,96.4139885245118,2.386833280028265,75.011488653475
43,3.2786321988491336,3.415579680856462,108.30612619667367,4.094537882992039,88.15862480106269
44,3.5467564224465096,2.4638537981707618,46.43669148562199,3.4773327551241753,44.22502090021317
45,3.0395142673676565,3.608276888782994,89.70653311815968,2.165481150941061,79.28031667063948
46,5.604625181061541,4.300676879125879,55.827918288844515,3.006506276038543,52.39812992541762
47,3.3904537293543355,2.626005712320265,66.07152662236402,3.4723069013190644,59.32406412336015
48,3.6207725348544075,2.8508122005070105,47.96084537256917,4.040688307004775,42.946775977036715
49,4.947523566850665,4.221134787787663,48.32166177660638,5.32639394357102,47.34094176972862
50,3.375052253389568,2.3708623727798877,44.678944989288446,2.9487232077443046,44.60624999796729
51,3.686129935608159,4.017419989225227,46.176831234497385,4.4519204840552185,45.6860570972664
52,8.497717357214915,5.633924368677072,82.1900089768875,6.681950196209227,71.15552378477912
53,10.914373251361894,9.865422529945238,48.36131467175402,8.77724642204231,52.5980232768799
54,4.857630278347066,4.028700223648652,63.19659660556378,3.8335025234587783,57.30060622041063
55,5.003392025366748,3.928256489049723,59.38791981671099,4.700596819401428,54.98748730024424
56,4.317860748006086,2.982497576126905,95.30612607555044,3.61024352302742,79.86476636554406
57,3.0613392022556822,3.6427239757364953,77.52736024764658,3.023691023203405,71.21827160770725
58,6.268123872645158,6.535183835270568,72.30762045332318,6.154276358484493,65.25800968368796
59,4.8514775512029615,4.868296672598989,99.15233668304984,4.290961927634867,79.6660525603789
60,8.18816790011308,8.656898885944543,71.20303333924892,8.564882597335378,63.26693888567922
61,4.199347556413426,2.9362132646429195,65.23883690493061,4.545943336564443,53.698475803938344
62,1.5095040927033851,2.2001518212547664,55.23863210562305,1.5823201216115095,50.38310412765531
63,2.985436691402363,2.506785100653517,59.147644453271745,3.5221382652669107,54.605256082140514
64,1.8067906773770244,2.2243317959059694,39.09010276146269,2.2412231346429943,36.24761170548979
65,3.7820080073679465,4.1858771246914905,35.05186591342172,5.709295062745323,39.80646156605564
66,1.6512598505057359,1.729934822884582,34.41777127896056,1.577565902968236,36.48297091388521
67,6.12598296870821,6.014955338769132,93.52159453109057,5.902501760030673,84.35458066495363
68,3.859607179763957,4.659157212111103,28.312525091978888,3.2421794931510224,35.368264120434304
69,5.256996984466057,5.493495523112757,60.724417986706165,9.281496767801785,59.83932009133789
70,5.204952700672208,6.772492259354067,33.9716950208169,6.226311766333231,38.574795565236585
71,3.1548757262224494,3.140194667139431,40.73908124109332,2.868731801569381,41.4071371206306
72,6.839252617421576,9.091510389933868,75.21762564705085,5.377847062218465,66.48772369996125
73,6.052254014050902,8.000200759514058,71.18887095108217,5.7748767992965595,61.68853410490335
74,6.0037724134945085,6.574076931445009,94.29779623180163,7.062222114457086,85.21223191903914
75,3.1067168116504065,2.5319872842866284,24.39647909388216,1.5390363060753474,28.588829168768772
76,2.9611134390777445,2.1442017725696796,24.84405300196647,2.086590115243951,30.457043238550195
77,2.1975065929496203,1.6640045244668418,51.52727807147003,2.297181378246653,46.23029337015802
78,2.6511286792918702,1.2748188158570806,63.4215506961359,2.1489932943878602,57.759956405528264
79,3.1742303039319983,3.3039071784403515,44.673765606869395,2.6221910283665713,44.46847704522524
80,3.85298384747193,4.732083972396707,51.24569117474703,4.051492940416493,50.5579968109336
81,2.7350973322161134,2.8301329512199085,97.02306203458045,2.412665963943271,79.06537334675845
82,3.825648464660513,3.5181582605232258,68.9885120887831,3.7714886661815563,61.894637480716774
83,6.079755864688372,5.935898604320108,32.79830110283846,5.2667053948514875,39.52122573953649
84,3.2090267578726435,2.788714256191685,125.38185750279628,2.505233536108431,90.04075423343834
85,1.9926105177371498,2.3662003560580422,66.81220218335979,2.1006339694389244,56.45263583636446
